Player,Team,Position,ruATT,ruYDS,ruTDS,reREC,reYDS,reTDS,paATT,paCMP,paYDS,paTDS,INTS
Braxton Berrios,HOU,WR,0.0,0.0,0.0,1.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Edwards,NYJ,RB,0.0,10.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Corey Kiner,SF,RB,0.0,10.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Phil Mafah,DAL,RB,0.0,10.5,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Rakim Jarrett,TB,WR,0.0,1.7,0.0,0.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0
Chris Moore,WAS,WR,0.0,0.0,0.0,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0
Trent Taylor,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Johnson,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Proche II,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Taylor,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Peoples-Jones,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Chisena,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrace Marshall Jr.,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Kennedy,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Smith,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Kinsey,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarik Black,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Britain Covey,LAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Houston,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montrell Washington,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Gray,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyquan Thornton,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Hodgins,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Johnson,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance McCutcheon,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Bell,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colton Dowell,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Cunningham,BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shedrick Jackson,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Brownlee,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Cooks,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Tipton,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kameron Johnson,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Ford-Wheaton,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Beck,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob Johnson,HOU,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Gilliam,BUF,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvon Ahmed,IND,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demetric Felton Jr.,WAS,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Evans,NYJ,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Hull,PIT,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brady Russell,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
British Brooks,HOU,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Collier,LV,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Watson,DEN,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Williams,TB,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Miller,NYG,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Holani,SEA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Schrader,LAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kene Nwangwu,NYJ,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaret Patterson,LAC,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keaontay Ingram,KC,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lew Nichols III,PHI,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben VanSumeren,PHI,LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jashaun Corbin,ATL,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathon Brooks,CAR,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jawhar Jordan,HOU,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Rees-Zammit,JAC,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Wiley,WAS,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Milton,CIN,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Miller,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casey Washington,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Oliver,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Austin Jr.,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaden Davis,CLE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Wayne,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laquon Treadwell,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Kirkwood,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Tonyan,KC,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Deguara,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Okwuegbunam Jr.,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean McKeon,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stoll,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Zylstra,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ko Kieft,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Tonges,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John FitzPatrick,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Sims,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zack Kuntz,NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Princeton Fant,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Shorter,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Martin-Robinson,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyree Jackson,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Carlson,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Turner,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Muse,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Kalinic,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Latu,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Vokolek,ARI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colson Yankoff,WAS,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Odukoya,TEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.J. Jenkins,PHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Westover,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Lohner,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moliki Matavao,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Sullivan,CAR,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikko Remigio,KC,WR,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0
Ihmir Smith-Marsette,NYG,WR,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Jackson,BAL,QB,138.5,832.7,4.1,0.0,0.0,0.0,480.6,320.8,3923.9,32.5,8.3
Josh Allen,BUF,QB,115.8,572.3,10.6,0.0,0.0,0.0,521.8,334.0,3912.3,29.0,10.5
Jalen Hurts,PHI,QB,147.4,633.7,12.7,0.0,0.0,0.0,461.0,311.4,3501.1,23.6,8.8
Jayden Daniels,WAS,QB,136.6,747.2,5.6,0.0,0.0,0.0,536.0,364.3,3899.3,26.8,10.7
Joe Burrow,CIN,QB,48.2,180.4,2.1,0.0,0.0,0.0,628.9,435.3,4645.5,36.4,10.5
Patrick Mahomes II,KC,QB,76.3,358.1,2.8,0.0,0.0,0.0,605.1,409.1,4227.9,29.9,12.2
Baker Mayfield,TB,QB,64.2,287.6,2.6,0.0,0.0,0.0,558.3,386.7,4189.6,33.0,14.7
Kyler Murray,ARI,QB,88.6,539.0,5.1,0.0,0.0,0.0,543.4,371.1,3856.7,24.0,11.2
Brock Purdy,SF,QB,65.1,276.7,3.4,0.0,0.0,0.0,527.4,352.4,4306.7,27.1,12.7
Bo Nix,DEN,QB,88.5,421.0,3.5,0.0,0.0,0.0,560.3,366.3,3806.0,27.3,12.1
Justin Fields,NYJ,QB,125.3,705.4,6.0,0.0,0.0,0.0,515.7,320.8,3344.7,20.0,11.4
Jared Goff,DET,QB,32.7,68.9,0.6,0.0,0.0,0.0,554.6,383.9,4406.0,31.3,11.5
J.J. McCarthy,MIN,QB,54.9,258.1,1.7,0.0,0.0,0.0,569.7,372.9,4088.8,28.5,14.6
Dak Prescott,DAL,QB,42.7,175.5,1.9,0.0,0.0,0.0,600.2,394.6,4212.4,27.4,12.0
Justin Herbert,LAC,QB,64.3,272.3,2.6,0.0,0.0,0.0,534.5,351.0,3931.7,25.4,8.4
Caleb Williams,CHI,QB,87.5,472.2,2.4,0.0,0.0,0.0,562.2,357.2,3742.6,23.4,10.3
Jordan Love,GB,QB,40.3,163.5,1.9,0.0,0.0,0.0,510.7,327.8,3918.6,28.0,12.2
C.J. Stroud,HOU,QB,59.1,258.2,1.7,0.0,0.0,0.0,556.5,358.0,4033.1,24.8,10.8
Trevor Lawrence,JAC,QB,54.9,251.8,3.0,0.0,0.0,0.0,552.6,354.0,3950.6,22.9,13.2
Drake Maye,NE,QB,76.4,481.9,3.0,0.0,0.0,0.0,519.7,345.9,3531.5,21.5,12.9
Matthew Stafford,LAR,QB,30.0,71.3,0.5,0.0,0.0,0.0,563.7,370.0,4121.8,26.4,11.0
Michael Penix Jr.,ATL,QB,52.1,196.5,2.1,0.0,0.0,0.0,544.1,346.5,3903.6,23.7,13.3
Geno Smith,LV,QB,54.1,236.8,1.6,0.0,0.0,0.0,569.5,382.2,3986.4,21.9,13.7
Sam Darnold,SEA,QB,57.5,201.3,1.8,0.0,0.0,0.0,557.5,366.9,3950.9,23.5,14.5
Tua Tagovailoa,MIA,QB,26.8,80.5,0.5,0.0,0.0,0.0,576.0,399.8,4120.1,25.9,12.0
Cameron Ward,TEN,QB,74.2,329.9,2.4,0.0,0.0,0.0,520.9,332.2,3595.1,21.5,13.9
Bryce Young,CAR,QB,53.4,296.5,3.1,0.0,0.0,0.0,550.7,349.3,3534.1,20.7,12.2
Aaron Rodgers,PIT,QB,22.4,83.3,0.4,0.0,0.0,0.0,543.0,348.3,3749.4,23.3,9.7
Anthony Richardson Sr.,IND,QB,98.0,529.1,5.1,0.0,0.0,0.0,357.1,198.6,2518.3,14.7,11.6
Russell Wilson,NYG,QB,51.8,210.9,1.8,0.0,0.0,0.0,439.8,280.8,2914.7,15.6,8.4
Tyler Shough,NO,QB,46.6,218.3,1.7,0.0,0.0,0.0,427.0,269.8,2851.3,15.6,11.2
Joe Flacco,CLE,QB,6.4,29.7,0.5,0.0,0.0,0.0,253.9,162.3,1861.4,9.4,7.1
Daniel Jones,IND,QB,30.7,133.6,1.1,0.0,0.0,0.0,146.0,90.4,967.6,5.1,3.3
Dillon Gabriel,CLE,QB,15.8,57.4,0.4,0.0,0.0,0.0,172.3,107.0,958.4,4.6,3.7
Spencer Rattler,NO,QB,14.6,86.7,0.3,0.0,0.0,0.0,117.2,71.7,801.8,3.9,3.2
Kenny Pickett,CLE,QB,10.8,30.1,0.3,0.0,0.0,0.0,144.8,89.1,790.4,3.7,3.5
Jaxson Dart,NYG,QB,10.9,53.8,0.5,0.0,0.0,0.0,90.0,56.4,651.9,3.7,2.7
Shedeur Sanders,CLE,QB,11.9,40.7,0.3,0.0,0.0,0.0,99.8,60.5,605.7,3.2,2.5
Jalen Milroe,SEA,QB,23.7,113.5,1.0,0.0,0.0,0.0,14.3,9.0,172.5,1.0,1.0
Mason Rudolph,PIT,QB,18.8,71.0,0.5,0.0,0.0,0.0,20.4,13.5,232.9,1.5,1.1
Deshaun Watson,CLE,QB,0.0,23.5,0.5,0.0,0.0,0.0,0.0,0.0,197.5,1.0,1.0
Malik Willis,GB,QB,4.6,28.4,0.4,0.0,0.0,0.0,17.5,11.1,143.9,0.8,0.2
Kirk Cousins,ATL,QB,1.7,7.6,0.3,0.0,0.0,0.0,9.4,6.1,216.7,1.3,0.8
Jameis Winston,NYG,QB,1.8,8.4,0.0,0.0,0.0,0.0,21.8,13.8,204.2,1.2,1.0
Tyrod Taylor,NYJ,QB,4.9,21.0,0.2,0.0,0.0,0.0,19.0,12.0,147.4,0.7,0.9
Marcus Mariota,WAS,QB,3.4,17.2,0.0,0.0,0.0,0.0,16.9,11.4,136.1,0.9,0.2
Mac Jones,SF,QB,1.8,7.6,0.0,0.0,0.0,0.0,19.2,12.2,157.2,0.8,0.6
Joshua Dobbs,NE,QB,1.8,12.6,0.0,0.0,0.0,0.0,18.4,11.9,140.1,0.8,0.6
Jimmy Garoppolo,LAR,QB,1.0,4.9,0.0,0.0,0.0,0.0,17.2,11.0,139.0,0.9,0.4
Zach Wilson,MIA,QB,2.6,9.2,0.0,0.0,0.0,0.0,17.2,11.1,123.6,0.8,0.3
Gardner Minshew II,KC,QB,1.8,7.8,0.0,0.0,0.0,0.0,16.1,10.7,138.2,1.1,0.4
Aidan O'Connell,LV,QB,1.5,4.9,0.0,0.0,0.0,0.0,18.8,12.2,149.0,0.8,0.4
Jake Browning,CIN,QB,1.1,8.4,0.0,0.0,0.0,0.0,10.7,7.3,112.5,0.8,0.3
Jacoby Brissett,ARI,QB,1.8,9.1,0.0,0.0,0.0,0.0,15.6,10.4,131.6,0.6,0.4
Nick Mullens,JAC,QB,1.4,6.5,0.0,0.0,0.0,0.0,9.3,6.3,108.6,0.8,0.6
Joe Milton III,DAL,QB,1.4,11.8,0.0,0.0,0.0,0.0,10.6,6.9,103.6,0.6,0.3
Hendon Hooker,DET,QB,1.8,7.0,0.0,0.0,0.0,0.0,8.8,6.1,106.2,0.6,0.3
Mitchell Trubisky,BUF,QB,1.8,7.9,0.0,0.0,0.0,0.0,8.8,5.4,99.3,0.6,0.3
Jarrett Stidham,DEN,QB,1.5,7.1,0.0,0.0,0.0,0.0,9.2,6.1,95.1,0.6,0.3
Davis Mills,HOU,QB,1.4,6.4,0.0,0.0,0.0,0.0,9.3,5.6,96.5,0.6,0.3
Cooper Rush,BAL,QB,2.1,10.1,0.0,0.0,0.0,0.0,8.1,5.4,101.2,0.6,0.3
Drew Lock,SEA,QB,1.4,6.4,0.0,0.0,0.0,0.0,9.6,6.2,99.2,0.6,0.5
Tanner McKee,PHI,QB,2.1,6.0,0.0,0.0,0.0,0.0,7.4,4.7,93.6,0.6,0.3
Stetson Bennett,LAR,QB,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.5,0.5
Tyson Bagent,CHI,QB,1.7,10.8,0.0,0.0,0.0,0.0,7.7,4.7,83.8,0.5,0.3
Andy Dalton,CAR,QB,1.4,6.7,0.0,0.0,0.0,0.0,9.0,6.0,93.6,0.6,0.5
Desmond Ridder,CIN,QB,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.5,0.5
Josh Johnson,WAS,QB,1.7,5.8,0.0,0.0,0.0,0.0,7.0,5.0,81.8,0.5,0.3
Trey Lance,LAC,QB,1.3,14.0,0.0,0.0,0.0,0.0,7.0,4.3,82.8,0.3,0.3
Quinn Ewers,MIA,QB,1.0,4.5,0.0,0.0,0.0,0.0,9.0,6.0,63.0,0.5,0.0
Sam Howell,MIN,QB,1.8,7.9,0.0,0.0,0.0,0.0,9.7,5.9,70.6,0.4,0.4
Kyle Trask,TB,QB,0.1,3.0,0.0,0.0,0.0,0.0,2.8,1.7,80.1,0.4,0.4
Cam Miller,LV,QB,1.0,3.5,0.0,0.0,0.0,0.0,9.0,6.0,62.0,0.5,0.0
Graham Mertz,HOU,QB,1.0,4.0,0.0,0.0,0.0,0.0,8.5,5.5,60.0,0.5,0.0
Kyle McCord,PHI,QB,1.5,7.0,0.0,0.0,0.0,0.0,6.5,4.5,51.5,0.5,0.0
Taylor Heinicke,LAC,QB,0.2,3.4,0.0,0.0,0.0,0.0,2.8,1.8,77.8,0.4,0.4
Will Howard,PIT,QB,1.0,4.0,0.0,0.0,0.0,0.0,8.0,5.0,57.0,0.5,0.0
Clayton Tune,ARI,QB,1.7,3.5,0.0,0.0,0.0,0.0,6.3,4.3,68.8,0.5,0.3
Case Keenum,CHI,QB,0.8,1.6,0.0,0.0,0.0,0.0,9.6,5.8,61.3,0.4,0.1
Riley Leonard,IND,QB,1.0,5.0,0.0,0.0,0.0,0.0,7.5,4.0,52.0,0.5,0.5
Jake Haener,NO,QB,1.7,7.7,0.0,0.0,0.0,0.0,7.3,4.3,45.7,0.3,0.3
Brandon Allen,TEN,QB,1.3,3.7,0.0,0.0,0.0,0.0,6.7,4.3,47.3,0.3,0.3
Kyle Allen,DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boyle,TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Grier,DAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Rypien,MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wolford,JAC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Ehlinger,DEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailey Zappe,KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skylar Thompson,PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Clifford,GB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Thompson-Robinson,PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy DeVito,NYG,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike White,BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Oladokun,KC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Buechele,BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Leary,BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Pratt,TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurtis Rourke,SF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
